Budaun,Uttar Pradesh (UP),2015,4.2,6.1,7.6,5.1,3.8,1.4,1.0,44,2877,15.2,5.4,33,34,33
Budaun,Uttar Pradesh (UP),2016,6.9,3.4,8.2,4.7,3.4,1.8,0.9,35,3194,12.6,13.3,40,40,20
Aurangabad,Maharashtra (MH),2014,3.8,2.6,4.3,4.0,2.7,1.0,0.5,51,3433,9.8,10.3,34,34,32
Aurangabad,Maharashtra (MH),2015,3.6,5.3,5.7,5.6,2.9,1.4,0.8,42,2614,4.6,4.7,34,35,31
Aurangabad,Maharashtra (MH),2016,4.7,5.3,7.0,5.8,2.8,1.8,0.5,55,2628,10.7,24.7,31,30,39
Jodhpur,Rajasthan (RJ),2014,5.0,4.5,6.8,3.5,4.1,2.0,0.8,60,3237,10.2,4.6,22,34,44
Jodhpur,Rajasthan (RJ),2015,4.1,5.0,7.8,6.6,3.7,1.8,0.7,34,3464,15.4,11.5,21,40,39
Jodhpur,Rajasthan (RJ),2016,4.4,7.4,7.1,5.2,3.7,1.0,0.6,54,2516,6.2,3.7,24,25,51
Bijnor,Uttar Pradesh (UP),2014,6.7,3.0,5.9,2.0,4.3,1.0,1.0,30,2719,14.2,17.0,27,30,43
Bijnor,Uttar Pradesh (UP),2015,6.8,5.5,6.8,5.1,3.5,1.7,0.6,58,2653,14.1,8.4,27,28,45
Bijnor,Uttar Pradesh (UP),2016,3.2,5.6,6.3,6.0,3.7,1.3,0.5,37,2552,15.8,23.8,21,38,41
Varanasi,Uttar Pradesh (UP),2014,5.4,6.0,6.2,2.2,3.5,2.0,0.5,40,3295,12.1,20.1,21,29,50
Varanasi,Uttar Pradesh (UP),2015,5.9,3.4,7.3,6.6,5.2,1.4,0.5,50,2743,9.6,7.9,31,40,29
Varanasi,Uttar Pradesh (UP),2016,5.2,2.5,5.0,4.6,4.0,1.3,0.7,30,2632,7.5,19.4,34,35,31
Aligarh,Uttar Pradesh (UP),2014,6.4,5.1,4.1,2.3,2.9,1.5,1.0,33,2592,10.4,10.6,38,40,22
Aligarh,Uttar Pradesh (UP),2015,4.9,6.8,4.4,4.2,5.0,1.4,0.8,57,3125,13.3,9.6,33,29,38
Aligarh,Uttar Pradesh (UP),2016,6.7,4.4,8.5,3.0,5.0,1.5,0.8,37,2589,6.9,8.1,27,32,41
Alwar,Rajasthan (RJ),2014,6.8,6.9,7.2,6.2,3.7,1.4,0.8,46,2563,11.5,2.3,32,33,35
Alwar,Rajasthan (RJ),2015,6.9,5.9,5.7,2.6,4.3,1.0,0.6,46,3254,11.2,13.5,22,39,39
Alwar,Rajasthan (RJ),2016,3.4,5.9,4.5,2.7,4.3,1.4,0.9,40,2670,12.7,18.6,32,35,33
North West Delhi,Delhi (DL),2014,5.3,3.7,4.2,4.3,4.8,1.0,0.7,42,2625,4.6,3.2,36,40,24
North West Delhi,Delhi (DL),2015,4.9,6.2,7.4,4.9,3.7,1.7,0.7,47,3392,6.0,21.1,24,36,40
North West Delhi,Delhi (DL),2016,3.2,3.5,8.7,6.0,3.6,1.8,0.5,39,3273,15.8,10.7,36,35,29
Vadodara,Gujarat (GJ),2014,4.9,2.8,6.3,6.7,3.3,1.5,0.8,48,2667,3.0,14.7,32,27,41
Vadodara,Gujarat (GJ),2015,5.1,5.9,6.7,4.4,3.3,1.3,0.8,59,3491,9.7,7.7,20,25,55
Vadodara,Gujarat (GJ),2016,5.3,3.9,4.4,5.4,3.5,1.9,1.0,58,2652,13.2,4.7,39,38,23
Ghazipur,Uttar Pradesh (UP),2014,5.4,3.7,8.3,6.7,3.4,1.8,1.0,55,3476,7.7,2.1,20,28,52
Ghazipur,Uttar Pradesh (UP),2015,3.9,3.5,6.0,4.6,2.5,1.1,0.6,33,2848,6.3,7.1,37,40,23
Ghazipur,Uttar Pradesh (UP),2016,4.7,7.6,5.0,2.6,4.4,1.8,0.9,39,3280,5.4,15.5,29,29,42
Bankura,West Bengal (WB),2014,5.4,4.2,5.1,4.7,4.2,1.4,0.6,43,2910,13.4,13.0,37,29,34
Bankura,West Bengal (WB),2015,5.1,3.7,8.9,6.8,4.0,1.2,0.6,50,2889,7.1,14.0,34,39,27
Bankura,West Bengal (WB),2016,5.0,7.1,4.1,5.8,4.6,1.0,0.5,41,3103,16.5,18.1,37,32,31
Kushinagar,Uttar Pradesh (UP),2014,3.7,7.6,7.7,2.4,2.5,1.1,0.9,38,3221,13.6,22.0,20,29,51
Kushinagar,Uttar Pradesh (UP),2015,5.1,6.9,5.4,6.7,3.6,1.6,0.8,59,2970,14.7,6.0,28,30,42
Kushinagar,Uttar Pradesh (UP),2016,5.5,5.8,7.2,2.5,5.0,2.0,0.6,48,2835,11.3,13.7,28,37,35
Warangal,Telangana (TS),2014,3.2,6.7,4.9,2.4,3.8,1.5,0.9,44,2602,4.5,22.0,26,35,39
Warangal,Telangana (TS),2015,5.2,4.5,6.5,6.5,3.3,1.6,0.7,52,3371,12.1,5.8,39,25,36
Warangal,Telangana (TS),2016,5.9,2.6,6.7,2.2,5.4,1.0,0.5,57,3098,8.3,11.9,31,29,40
Ganjam,Odisha (OD),2014,3.8,7.3,8.2,3.3,3.4,1.4,0.5,34,3490,14.7,3.2,22,25,53
Ganjam,Odisha (OD),2015,4.3,6.9,8.0,4.7,4.0,1.1,0.5,52,2981,9.7,7.8,31,35,34
Ganjam,Odisha (OD),2016,5.5,5.1,8.6,2.1,2.6,1.3,0.7,36,3437,14.3,10.4,33,34,33
Birbhum,West Bengal (WB),2014,6.1,3.7,5.9,6.4,2.8,1.0,1.0,53,3499,6.5,2.2,20,27,53
Birbhum,West Bengal (WB),2015,3.0,6.2,4.3,3.2,2.7,1.3,0.6,38,3147,12.0,3.7,37,26,37
Birbhum,West Bengal (WB),2016,3.9,5.7,6.8,4.1,2.5,1.5,0.9,56,3359,12.4,18.7,29,39,32
Bulandshahr,Uttar Pradesh (UP),2014,6.3,2.6,5.6,5.8,4.3,1.2,1.0,44,2525,14.5,2.9,21,37,42
Bulandshahr,Uttar Pradesh (UP),2015,4.2,2.5,8.3,2.6,4.0,1.0,0.7,59,2596,4.4,3.4,30,35,35
Bulandshahr,Uttar Pradesh (UP),2016,4.1,2.5,5.5,3.0,4.7,1.0,0.9,56,2722,15.9,4.3,22,35,43
Vaishali,Bihar (BR),2014,4.7,5.1,4.9,2.9,3.6,1.6,0.5,37,2682,8.2,8.3,21,26,53
Vaishali,Bihar (BR),2015,4.9,7.6,5.1,6.9,3.9,1.4,0.9,48,3115,5.2,11.5,39,37,24
Vaishali,Bihar (BR),2016,3.5,5.5,6.6,6.7,5.4,1.1,0.5,30,2898,4.9,6.4,32,39,29
Ludhiana,Punjab (PB),2014,4.5,2.8,7.3,2.8,4.7,1.5,0.7,53,3170,13.1,21.0,40,35,25
Ludhiana,Punjab (PB),2015,4.4,6.7,5.2,2.9,3.5,1.5,0.5,45,3196,6.0,5.5,23,31,46
Ludhiana,Punjab (PB),2016,3.4,6.9,6.3,6.8,3.9,1.5,0.9,41,2818,16.6,10.0,40,32,28
Nalgonda,Telangana (TS),2014,4.5,2.8,7.3,2.5,3.8,1.1,0.9,45,3416,13.1,11.3,39,38,23
Nalgonda,Telangana (TS),2015,3.1,5.4,8.7,5.7,4.2,1.6,0.9,34,3462,16.9,4.1,36,33,31
Nalgonda,Telangana (TS),2016,5.6,7.9,6.2,6.2,4.4,1.7,0.8,46,2874,10.3,17.4,23,29,48
Salem,Tamil Nadu (TN),2014,5.1,6.3,4.0,5.5,2.6,1.4,0.7,38,3252,9.1,22.4,38,39,23
Salem,Tamil Nadu (TN),2015,3.0,3.4,6.7,4.7,3.9,1.3,0.5,37,2875,8.6,12.4,24,36,40
Salem,Tamil Nadu (TN),2016,3.6,4.9,8.8,3.4,3.6,1.4,1.0,55,2979,12.5,10.3,22,40,38
Coimbatore,Tamil Nadu (TN),2014,4.7,7.3,6.9,3.8,4.1,1.0,0.5,53,3122,13.0,12.5,32,27,41
Coimbatore,Tamil Nadu (TN),2015,5.3,7.6,6.3,3.3,3.3,1.5,0.6,55,3030,11.9,23.6,27,27,46
Coimbatore,Tamil Nadu (TN),2016,6.2,7.2,6.5,4.4,4.1,1.0,0.6,30,3185,5.6,9.3,21,28,51
Saharanpur,Uttar Pradesh (UP),2014,6.0,2.7,6.3,3.8,5.0,1.5,0.6,51,3398,4.9,17.3,38,38,24
Saharanpur,Uttar Pradesh (UP),2015,5.7,4.3,5.5,6.6,5.3,1.2,0.9,58,3024,6.8,18.3,25,38,37
Saharanpur,Uttar Pradesh (UP),2016,5.8,2.5,5.7,2.2,2.5,1.6,0.6,39,2993,10.1,8.6,28,31,41
Viluppuram,Tamil Nadu (TN),2014,3.0,6.8,7.0,6.0,4.7,1.7,1.0,52,3169,6.9,24.3,39,37,24
Viluppuram,Tamil Nadu (TN),2015,5.9,4.7,8.8,4.5,3.2,1.4,0.7,33,2616,13.0,14.9,30,37,33
Viluppuram,Tamil Nadu (TN),2016,6.7,6.8,5.2,3.7,5.2,1.4,0.9,51,2984,4.6,21.9,38,33,29
Meerut,Uttar Pradesh (UP),2014,3.6,5.9,8.3,2.8,3.9,1.5,0.9,39,3498,16.3,24.8,22,35,43
Meerut,Uttar Pradesh (UP),2015,4.4,6.1,8.0,2.0,3.3,1.1,0.8,46,2992,11.9,11.3,39,29,32
Meerut,Uttar Pradesh (UP),2016,6.7,3.6,7.4,5.0,2.5,1.6,0.7,56,3453,10.7,24.8,21,37,42
Gonda,Uttar Pradesh (UP),2014,3.1,2.6,7.0,2.6,5.2,1.3,0.7,48,3193,13.7,8.1,24,32,44
Gonda,Uttar Pradesh (UP),2015,5.3,7.7,8.8,5.9,3.4,1.9,0.7,42,3476,7.4,18.6,37,39,24
Gonda,Uttar Pradesh (UP),2016,3.3,8.0,8.8,3.2,3.6,1.7,0.9,47,2652,11.6,24.2,39,32,29
Sitamarhi,Bihar (BR),2014,5.6,4.6,4.2,3.9,3.8,1.0,0.8,44,3414,6.3,6.1,30,38,32
Sitamarhi,Bihar (BR),2015,4.5,5.9,5.2,4.7,3.7,1.5,0.9,54,2896,10.1,23.0,40,29,31
Sitamarhi,Bihar (BR),2016,4.3,2.6,6.7,2.2,3.2,1.2,0.8,40,3298,10.0,6.7,33,25,42
Raebareli,Uttar Pradesh (UP),2014,3.0,3.9,6.7,2.3,3.6,1.4,0.8,51,3156,6.4,3.7,38,32,30
Raebareli,Uttar Pradesh (UP),2015,5.1,7.6,6.7,5.6,3.2,1.3,0.9,49,2876,7.7,9.0,30,26,44
Raebareli,Uttar Pradesh (UP),2016,3.3,5.2,9.0,5.0,2.6,1.8,0.5,57,3364,7.1,8.2,40,27,33
Prakasam,Andhra Pradesh (AP),2014,5.4,2.8,5.6,5.7,4.7,1.1,0.7,51,3491,6.4,15.4,31,25,44
Prakasam,Andhra Pradesh (AP),2015,3.7,8.0,7.8,2.4,5.0,1.8,0.9,38,3215,13.8,18.4,40,32,28
Prakasam,Andhra Pradesh (AP),2016,4.3,6.3,8.0,3.3,4.6,2.0,0.5,52,2727,9.7,15.6,21,34,45
Nanded,Maharashtra (MH),2014,5.6,7.2,5.1,4.9,2.8,1.7,0.9,43,2533,6.8,20.3,22,34,44
Nanded,Maharashtra (MH),2015,5.9,4.8,7.6,6.0,5.1,1.0,0.6,54,2766,13.2,12.2,23,33,44
Nanded,Maharashtra (MH),2016,4.1,6.6,6.2,4.5,5.1,1.7,0.9,34,3259,14.9,9.6,27,37,36
Durg,Chhattisgarh (CG),2014,6.4,2.6,4.9,3.3,3.2,1.4,0.8,59,3067,7.0,18.0,34,35,31
Durg,Chhattisgarh (CG),2015,6.0,7.0,7.9,3.4,4.1,1.3,0.6,34,3121,6.3,16.4,24,27,49
Durg,Chhattisgarh (CG),2016,5.5,4.9,8.9,5.1,2.8,1.4,0.5,50,2827,3.1,21.7,37,35,28
Siwan,Bihar (BR),2014,3.4,2.7,5.9,2.1,5.2,1.0,1.0,49,2725,10.7,2.8,38,36,26
Siwan,Bihar (BR),2015,6.4,6.4,5.1,2.2,4.8,2.0,0.6,37,3475,8.2,19.3,24,37,39
Siwan,Bihar (BR),2016,3.1,6.7,7.3,4.7,2.5,1.5,0.5,47,3235,8.2,18.5,28,28,44
Nagaur,Rajasthan (RJ),2014,5.5,4.3,6.4,5.3,5.2,1.3,0.9,55,2808,12.1,21.1,38,30,32
Nagaur,Rajasthan (RJ),2015,4.4,5.7,7.2,5.7,2.9,2.0,0.9,56,2579,7.1,18.9,21,35,44
Nagaur,Rajasthan (RJ),2016,4.8,7.1,5.3,3.1,3.7,2.0,0.5,46,3339,13.1,22.2,35,30,35
Thiruvananthapuram,Kerala (KL),2014,6.3,3.7,7.1,3.6,4.3,1.7,0.8,55,3341,14.4,15.6,34,30,36
Thiruvananthapuram,Kerala (KL),2015,4.0,6.1,8.4,6.2,2.9,1.1,0.8,56,2709,4.2,4.4,34,26,40
Thiruvananthapuram,Kerala (KL),2016,4.6,3.0,7.9,4.0,5.5,1.4,0.5,60,2535,7.7,2.2,26,27,47
Ernakulam,Kerala (KL),2014,4.4,3.8,7.9,5.7,5.4,1.1,0.8,51,2667,9.0,19.5,38,33,29
Ernakulam,Kerala (KL),2015,4.0,5.7,7.2,4.2,3.4,1.0,0.8,39,2668,3.7,3.0,37,36,27
Ernakulam,Kerala (KL),2016,3.8,3.9,5.9,6.6,4.1,1.8,0.6,30,3473,7.5,4.8,21,34,45
Purnia,Bihar (BR),2014,4.6,3.5,8.6,5.7,3.8,1.2,0.5,49,3210,15.8,16.7,39,29,32
Purnia,Bihar (BR),2015,4.3,2.9,5.3,3.8,3.8,1.9,0.6,37,3450,15.1,16.1,29,32,39
Purnia,Bihar (BR),2016,4.3,6.3,6.1,3.5,4.8,1.6,0.8,34,2871,9.4,17.5,38,30,32
Indore,Madhya Pradesh (MP),2014,3.3,7.4,8.6,6.4,3.1,1.5,0.6,39,2817,9.7,14.5,39,33,28
Indore,Madhya Pradesh (MP),2015,4.2,5.3,7.9,2.1,3.5,1.3,1.0,33,2841,3.5,19.8,29,31,40
Indore,Madhya Pradesh (MP),2016,4.6,4.9,5.8,4.5,4.2,1.8,0.9,47,2615,5.2,19.5,26,27,47
Barabanki,Uttar Pradesh (UP),2014,6.6,7.8,4.5,5.7,2.7,1.7,1.0,58,3297,9.5,13.4,38,34,28
Barabanki,Uttar Pradesh (UP),2015,3.4,7.2,5.9,6.1,2.9,1.8,0.9,47,2643,7.3,11.5,25,25,50
Barabanki,Uttar Pradesh (UP),2016,6.0,6.5,5.6,6.5,2.5,1.2,0.8,48,2824,15.7,15.9,23,31,46
Ballia,Uttar Pradesh (UP),2014,3.1,2.8,5.0,3.0,4.9,1.1,0.7,49,3327,7.7,5.9,33,30,37
Ballia,Uttar Pradesh (UP),2015,4.1,5.8,4.6,3.0,4.0,1.3,0.7,34,2675,4.2,5.9,40,38,22
Ballia,Uttar Pradesh (UP),2016,3.6,7.8,8.9,2.5,5.5,1.4,0.6,55,3021,4.1,22.9,21,38,41
Pratapgarh,Uttar Pradesh (UP),2014,4.7,5.3,8.4,6.2,4.5,1.8,0.6,49,2825,10.4,12.4,36,26,38
Pratapgarh,Uttar Pradesh (UP),2015,5.8,5.4,8.5,5.6,5.0,1.5,0.6,52,2716,13.8,4.0,39,33,28
Pratapgarh,Uttar Pradesh (UP),2016,6.7,7.0,8.3,3.9,3.5,1.0,0.6,50,3092,11.4,12.8,36,32,32
Rajkot,Gujarat (GJ),2014,3.3,3.0,5.5,3.7,5.0,1.4,0.8,50,3096,6.2,19.0,27,31,42
Rajkot,Gujarat (GJ),2015,6.5,5.2,5.7,6.0,3.5,1.3,0.8,30,3315,17.0,21.4,36,31,33
Rajkot,Gujarat (GJ),2016,3.8,3.1,8.6,6.3,4.0,1.4,0.8,37,2523,12.8,8.6,21,40,39
Mumbai City,Maharashtra (MH),2014,4.2,7.8,4.4,4.9,5.2,1.8,0.7,41,2807,14.0,3.3,21,29,50
Mumbai City,Maharashtra (MH),2015,6.6,7.5,4.4,6.6,5.4,1.9,0.8,41,3180,8.9,4.0,38,26,36
Mumbai City,Maharashtra (MH),2016,4.8,8.0,9.0,5.9,2.8,1.8,0.7,43,2955,13.9,14.9,40,39,21
Banaskantha,Gujarat (GJ),2014,3.7,3.6,8.8,2.9,3.0,1.9,0.8,38,3226,15.9,13.7,37,35,28
Banaskantha,Gujarat (GJ),2015,3.9,5.1,5.9,6.6,5.2,1.1,0.9,42,2788,15.3,4.3,39,28,33
Banaskantha,Gujarat (GJ),2016,4.0,2.7,6.4,6.3,3.3,1.7,0.5,52,3321,10.1,3.1,33,25,42
Unnao,Uttar Pradesh (UP),2014,5.1,6.6,5.8,5.7,4.2,1.4,0.8,34,2976,11.4,2.7,21,34,45
Unnao,Uttar Pradesh (UP),2015,5.4,3.8,6.4,5.6,5.0,1.3,0.6,32,3061,7.9,17.1,29,35,36
Unnao,Uttar Pradesh (UP),2016,6.1,4.7,6.9,4.2,2.8,2.0,0.8,59,2932,3.1,19.4,36,40,24
Thrissur,Kerala (KL),2014,4.6,6.1,8.0,4.4,3.4,1.2,0.7,44,3023,4.6,4.0,21,36,43
Thrissur,Kerala (KL),2015,5.3,3.8,6.7,3.7,4.3,1.1,0.6,52,3296,9.6,14.2,33,40,27
Thrissur,Kerala (KL),2016,4.3,6.7,4.0,4.2,3.3,1.6,0.9,58,2713,10.5,2.9,40,40,20
Deoria,Uttar Pradesh (UP),2014,4.4,7.9,5.6,6.8,4.8,1.8,0.7,33,3243,13.4,10.3,25,30,45
Deoria,Uttar Pradesh (UP),2015,3.2,7.3,8.0,5.9,5.0,1.4,0.7,45,3384,9.9,12.7,23,30,47
Deoria,Uttar Pradesh (UP),2016,3.8,2.7,4.1,2.6,4.2,1.0,0.5,43,2678,4.3,22.8,38,34,28
Kozhikode,Kerala (KL),2014,6.7,3.3,5.6,3.8,3.1,1.7,1.0,39,2833,10.7,20.1,29,36,35
Kozhikode,Kerala (KL),2015,5.3,2.5,6.9,5.4,3.7,1.8,0.9,49,2910,15.9,4.3,20,40,40
Kozhikode,Kerala (KL),2016,6.0,7.6,6.4,5.7,2.6,1.3,0.8,39,2747,11.8,12.1,24,37,39
Tirunelveli,Tamil Nadu (TN),2014,4.6,5.6,7.4,4.9,3.8,1.8,0.6,31,2529,9.0,20.2,36,38,26
Tirunelveli,Tamil Nadu (TN),2015,4.1,7.8,8.6,2.3,4.9,1.1,1.0,47,2572,16.1,22.3,25,25,50
Tirunelveli,Tamil Nadu (TN),2016,3.8,4.6,5.4,3.9,5.1,1.3,0.7,48,3046,16.1,7.5,38,35,27
Katihar,Bihar (BR),2014,4.9,3.4,8.0,5.4,3.0,1.2,0.5,45,3083,12.7,2.6,26,32,42
Katihar,Bihar (BR),2015,4.3,7.2,7.4,6.8,3.3,1.1,0.7,35,3354,11.1,9.2,24,37,39
Katihar,Bihar (BR),2016,4.6,7.4,6.4,6.1,4.2,1.4,0.9,39,3164,9.3,20.2,31,31,38
Udaipur,Rajasthan (RJ),2014,6.8,3.5,6.3,2.0,3.5,1.4,0.9,59,3127,4.5,20.6,24,38,38
Udaipur,Rajasthan (RJ),2015,4.4,3.4,9.0,2.1,2.5,1.3,0.6,48,3401,17.0,4.3,39,29,32
Udaipur,Rajasthan (RJ),2016,4.6,7.1,8.6,2.7,3.3,1.3,0.7,53,2779,4.2,23.7,27,26,47
Bhagalpur,Bihar (BR),2014,3.7,7.2,4.9,4.5,3.0,1.6,0.8,58,3300,9.0,23.9,34,28,38
Bhagalpur,Bihar (BR),2015,3.1,4.5,8.7,3.9,4.6,1.3,1.0,39,2791,11.8,3.3,35,27,38
Bhagalpur,Bihar (BR),2016,3.2,4.5,5.1,3.1,2.7,1.1,0.7,49,2670,8.1,9.8,26,27,47
Medak,Telangana (TS),2014,4.0,2.8,8.3,2.0,5.4,1.0,0.5,37,2644,14.9,9.3,22,39,39
Medak,Telangana (TS),2015,5.6,3.8,5.3,6.4,3.0,1.1,0.7,41,2699,8.1,18.5,30,33,37
Medak,Telangana (TS),2016,4.3,2.7,5.6,4.5,4.1,1.0,1.0,51,3432,12.5,22.0,33,25,42
Satara,Maharashtra (MH),2014,3.5,6.1,7.8,4.5,2.8,1.8,0.7,49,2771,5.9,20.0,32,38,30
Satara,Maharashtra (MH),2015,4.3,5.1,8.6,5.1,2.9,1.6,0.9,32,3324,14.9,18.6,31,27,42
Satara,Maharashtra (MH),2016,4.9,3.4,5.3,3.9,3.5,1.5,0.9,58,2823,6.2,2.6,26,32,42
Shahjahanpur,Uttar Pradesh (UP),2014,5.0,2.5,8.2,2.5,4.7,2.0,0.7,36,2627,14.3,7.5,39,39,22
Shahjahanpur,Uttar Pradesh (UP),2015,4.2,5.6,9.0,6.5,4.1,1.6,1.0,40,3244,17.0,18.5,30,26,44
Shahjahanpur,Uttar Pradesh (UP),2016,5.6,6.5,7.2,4.8,4.0,1.6,0.7,51,2952,12.4,20.3,27,37,36
Uttar Dinajpur,West Bengal (WB),2014,5.9,7.2,4.3,3.6,5.2,1.5,0.5,47,3472,15.6,18.6,33,40,27
Uttar Dinajpur,West Bengal (WB),2015,6.9,3.5,9.0,6.9,4.0,1.3,1.0,46,3475,14.5,10.0,38,31,31
Uttar Dinajpur,West Bengal (WB),2016,3.7,5.2,6.5,2.9,5.0,1.7,0.5,32,3457,5.4,24.6,38,31,31
Mysore,Karnataka (KA),2014,5.6,4.5,4.9,2.2,4.4,1.2,0.8,50,2641,13.1,9.6,25,29,46
Mysore,Karnataka (KA),2015,6.4,3.9,8.4,3.5,2.6,1.6,1.0,57,3252,13.1,8.8,40,36,24
Mysore,Karnataka (KA),2016,4.7,5.8,8.8,5.8,5.2,1.1,0.7,44,2554,3.5,3.2,32,30,38
Sri Potti Sriramulu Nellore,Andhra Pradesh (AP),2014,4.1,4.5,8.5,2.8,3.7,1.6,0.6,32,2779,8.9,16.0,28,36,36
Sri Potti Sriramulu Nellore,Andhra Pradesh (AP),2015,4.9,5.3,5.8,5.2,2.5,1.1,0.8,53,3158,4.6,22.6,20,39,41
Sri Potti Sriramulu Nellore,Andhra Pradesh (AP),2016,5.1,5.1,4.8,4.3,4.7,2.0,0.6,47,2649,3.9,2.1,39,31,30
Rohtas,Bihar (BR),2014,6.7,7.2,6.3,6.2,4.9,1.8,0.7,53,2808,11.2,17.7,28,28,44
Rohtas,Bihar (BR),2015,4.5,7.0,7.5,2.6,3.8,1.0,0.7,33,3483,12.2,13.8,28,37,35
Rohtas,Bihar (BR),2016,3.8,3.8,6.5,2.3,2.9,1.0,0.5,51,3021,7.4,18.2,36,33,31
Begusarai,Bihar (BR),2014,6.0,7.4,8.4,2.0,3.5,1.5,0.7,46,2674,5.8,12.5,38,36,26
Begusarai,Bihar (BR),2015,4.2,5.2,8.9,2.8,2.6,1.8,0.7,49,3293,9.0,22.7,38,32,30
Begusarai,Bihar (BR),2016,6.3,4.3,8.9,2.2,3.9,1.0,0.7,35,2968,6.3,10.9,26,35,39
Purulia,West Bengal (WB),2014,4.4,4.0,5.6,3.1,3.6,1.2,0.7,46,3157,13.3,6.9,23,27,50
Purulia,West Bengal (WB),2015,3.1,7.3,6.8,5.1,4.2,1.0,0.6,41,3495,14.9,10.0,29,26,45
Purulia,West Bengal (WB),2016,6.9,4.3,4.5,3.0,5.1,1.0,0.8,32,3460,13.0,19.3,31,27,42
Ranchi,Jharkhand (JH),2014,3.5,6.3,6.3,6.9,3.2,1.9,0.8,48,3117,10.0,22.9,31,27,42
Ranchi,Jharkhand (JH),2015,5.6,3.3,8.7,4.4,5.1,1.5,1.0,49,2523,3.5,15.0,40,26,34
Ranchi,Jharkhand (JH),2016,5.0,2.7,9.0,3.7,4.4,1.8,0.7,57,3337,7.8,15.5,37,31,32
Patiala,Punjab (PB),2014,5.1,3.8,7.6,4.9,3.6,1.9,0.8,33,2726,13.3,3.2,24,28,48
Patiala,Punjab (PB),2015,6.9,4.6,8.8,6.3,4.8,1.9,0.6,57,3410,3.1,7.1,40,26,34
Patiala,Punjab (PB),2016,4.5,5.2,7.9,4.0,2.8,1.8,0.7,50,2665,7.6,5.8,37,32,31
Amravati,Maharashtra (MH),2014,6.6,3.3,8.7,6.6,4.9,1.3,0.6,32,2870,10.3,9.4,25,25,50
Amravati,Maharashtra (MH),2015,4.6,7.5,7.5,6.7,4.7,1.4,0.7,34,2974,3.6,10.9,24,36,40
Amravati,Maharashtra (MH),2016,5.4,5.9,6.4,2.7,3.2,1.5,0.9,37,2872,11.4,12.4,31,26,43
Kadapa,Andhra Pradesh (AP),2014,4.2,6.4,4.9,2.6,4.8,1.2,0.6,53,3089,7.2,5.2,34,25,41
Kadapa,Andhra Pradesh (AP),2015,5.4,6.5,4.4,6.9,4.4,1.6,1.0,37,3297,7.9,18.6,39,37,24
Kadapa,Andhra Pradesh (AP),2016,6.1,6.9,6.2,5.8,2.9,1.4,0.9,60,3052,12.4,23.7,32,35,33
Bhavnagar,Gujarat (GJ),2014,6.0,2.7,5.8,3.5,3.2,1.9,0.6,33,2672,15.0,17.0,40,34,26
Bhavnagar,Gujarat (GJ),2015,5.2,7.7,8.5,5.3,5.5,2.0,0.5,47,2880,7.5,17.3,25,31,44
Bhavnagar,Gujarat (GJ),2016,7.0,5.5,4.8,5.8,3.6,1.0,0.5,33,2678,11.6,16.3,40,26,34
Nalanda,Bihar (BR),2014,5.9,4.9,8.5,3.4,5.1,1.6,0.5,41,3079,9.8,3.2,25,30,45
Nalanda,Bihar (BR),2015,3.2,6.3,5.7,4.6,3.8,2.0,0.9,32,3220,3.9,17.6,27,28,45
Nalanda,Bihar (BR),2016,4.1,6.3,6.8,5.7,5.3,1.7,0.8,31,3195,15.5,7.0,38,38,24
Kanyakumari,Tamil Nadu (TN),2014,6.1,2.9,5.4,3.6,2.6,1.6,0.8,39,3360,6.1,3.9,27,39,34
Kanyakumari,Tamil Nadu (TN),2015,3.1,6.8,8.4,3.0,3.9,1.3,0.8,57,2933,13.2,16.6,37,26,37
Kanyakumari,Tamil Nadu (TN),2016,6.0,5.7,7.4,7.0,2.9,1.0,0.6,54,2688,7.8,24.9,28,30,42
Nagaon,Assam (AS),2014,5.1,7.1,5.0,2.5,2.9,1.6,0.9,47,2747,5.5,21.0,22,29,49
Nagaon,Assam (AS),2015,4.5,4.3,8.9,3.3,5.2,1.0,0.8,60,3157,12.8,7.8,21,28,51
Nagaon,Assam (AS),2016,3.8,4.0,6.2,2.5,3.6,1.6,0.6,34,3481,3.8,19.7,29,25,46
Cooch Behar,West Bengal (WB),2014,6.2,6.6,6.5,4.4,5.2,1.4,0.7,40,3341,8.8,2.4,23,34,43
Cooch Behar,West Bengal (WB),2015,6.7,3.3,7.2,4.2,5.4,1.6,0.8,40,2986,12.0,8.0,40,31,29
Cooch Behar,West Bengal (WB),2016,4.1,4.0,7.6,5.9,2.9,1.8,0.7,56,2693,7.3,10.9,33,31,36
Sangli,Maharashtra (MH),2014,5.6,5.4,4.7,6.0,4.2,1.1,0.5,33,2641,9.3,9.8,26,28,46
Sangli,Maharashtra (MH),2015,3.5,2.9,6.2,3.2,5.2,1.9,0.5,44,3063,7.9,23.3,29,26,45
Sangli,Maharashtra (MH),2016,6.4,3.1,4.5,2.9,3.2,1.3,1.0,36,2865,7.2,11.9,24,37,39
Palakkad,Kerala (KL),2014,3.8,7.3,8.0,2.1,2.9,1.2,0.9,56,3481,14.9,13.7,23,28,49
Palakkad,Kerala (KL),2015,5.9,4.1,8.4,5.4,2.6,1.4,0.7,47,3365,16.4,21.4,28,31,41
Palakkad,Kerala (KL),2016,3.7,4.9,5.4,5.6,2.9,1.7,1.0,50,2812,10.2,18.7,26,29,45
